index,mid,spread,microprice,imbalance,ema_microprice,realized_vol
1990000,116.63808,0.05115,116.62795,-0.39611,116.64953,0.0001148
1995000,116.45486,0.03759,116.45575,0.04711,116.44627,0.0001148
2000000,117.67521,0.03109,117.67990,0.30161,117.65470,0.0001148
2005000,119.00973,0.02891,119.01030,0.03954,119.01194,0.0001148
2010000,118.26216,0.03930,118.25984,-0.11836,118.27834,0.0001147
2015000,118.33742,0.04613,118.34979,0.53608,118.38542,0.0001147
2020000,117.47651,0.04373,117.48750,0.50271,117.47249,0.0001147
2025000,119.27969,0.02037,119.28016,0.04577,119.31008,0.0001147
2030000,118.95749,0.05513,118.96764,0.36807,118.93298,0.0001147
2035000,119.15307,0.02570,119.15734,0.33231,119.14725,0.0001147
2040000,118.57686,0.05758,118.58189,0.17472,118.62062,0.0001147
2045000,119.12732,0.02958,119.12415,-0.21475,119.11269,0.0001147
2050000,118.68836,0.05747,118.70027,0.41466,118.66651,0.0001147
2055000,118.10246,0.02566,118.10472,0.17645,118.13461,0.0001147
2060000,118.42952,0.05014,118.42366,-0.23367,118.40953,0.0001146
2065000,117.39349,0.03432,117.40009,0.38474,117.38650,0.0001146
2070000,117.05688,0.03092,117.05561,-0.08216,117.04000,0.0001146
2075000,116.12917,0.03927,116.12760,-0.07993,116.09749,0.0001146
2080000,115.84306,0.04063,115.83730,-0.28359,115.74840,0.0001146
2085000,116.59432,0.02777,116.60041,0.43888,116.56643,0.0001146
2090000,116.69824,0.04526,116.68920,-0.39934,116.72148,0.0001146
2095000,116.20491,0.04913,116.20942,0.18363,116.26327,0.0001146
2100000,116.95683,0.03669,116.95101,-0.31750,116.98656,0.0001146
2105000,117.37258,0.04188,117.37652,0.18794,117.38478,0.0001146
2110000,117.37227,0.03724,117.37408,0.09702,117.42136,0.0001146
2115000,117.32367,0.05258,117.32267,-0.03799,117.34650,0.0001146
2120000,117.74279,0.04150,117.74891,0.29455,117.77441,0.0001146
2125000,116.37077,0.03232,116.36819,-0.15968,116.28270,0.0001146
2130000,116.39099,0.02034,116.39082,-0.01645,116.39700,0.0001145
2135000,116.55341,0.03716,116.55014,-0.17569,116.58417,0.0001145
2140000,118.03619,0.04776,118.02983,-0.26626,118.02233,0.0001145
2145000,117.67999,0.03532,117.68142,0.08129,117.72921,0.0001145
2150000,117.13095,0.04422,117.13253,0.07105,117.12363,0.0001145
2155000,117.15072,0.05376,117.14435,-0.23708,117.11260,0.0001145
2160000,115.56664,0.05322,115.55709,-0.35870,115.55446,0.0001145
2165000,115.18550,0.05731,115.19342,0.27645,115.17538,0.0001145
2170000,116.12431,0.03060,116.12457,0.01747,116.13346,0.0001145
2175000,115.38746,0.03150,115.38330,-0.26449,115.35984,0.0001145
2180000,115.84046,0.02025,115.84530,0.47807,115.87973,0.0001145
2185000,116.07147,0.05104,116.07171,0.00911,116.06254,0.0001145
2190000,116.15154,0.03713,116.14904,-0.13456,116.13644,0.0001145
2195000,116.04713,0.04192,116.03968,-0.35545,116.04333,0.0001145
2200000,116.90471,0.04662,116.89509,-0.41304,116.86272,0.0001145
2205000,116.10284,0.03835,116.10086,-0.10329,116.09446,0.0001145
2210000,118.14777,0.03959,118.14162,-0.31094,118.13469,0.0001145
2215000,118.58284,0.04420,118.58954,0.30358,118.59888,0.0001145
2220000,117.69509,0.04310,117.69312,-0.09113,117.71339,0.0001145
2225000,116.28126,0.02046,116.28053,-0.07132,116.20913,0.0001144
2230000,115.93908,0.03722,115.94638,0.39230,115.97095,0.0001144
2235000,115.35351,0.02341,115.34656,-0.59391,115.40362,0.0001144
2240000,115.83830,0.04667,115.83234,-0.25552,115.83568,0.0001144
2245000,116.63290,0.02029,116.62762,-0.52034,116.62505,0.0001144
2250000,116.63620,0.02643,116.63817,0.14946,116.60144,0.0001144
2255000,116.23691,0.02319,116.23829,0.11826,116.32589,0.0001144
2260000,115.34908,0.05607,115.33900,-0.35956,115.36394,0.0001144
2265000,117.50030,0.03529,117.49441,-0.33356,117.50519,0.0001144
2270000,117.36572,0.04820,117.35215,-0.56318,117.35017,0.0001144
2275000,118.03475,0.02736,118.03927,0.33045,118.05784,0.0001144
2280000,117.22286,0.04526,117.22507,0.09771,117.21443,0.0001144
2285000,116.95426,0.03739,116.94872,-0.29646,116.98697,0.0001144
2290000,118.27160,0.03459,118.27260,0.05792,118.25077,0.0001144
2295000,118.31748,0.05307,118.32130,0.14401,118.35920,0.0001144
2300000,117.64261,0.03737,117.64346,0.04579,117.63283,0.0001144
2305000,117.95336,0.02218,117.95810,0.42789,117.95901,0.0001144
2310000,116.94908,0.04567,116.95003,0.04135,117.01819,0.0001144
2315000,116.08642,0.04052,116.08744,0.05039,116.10819,0.0001144
2320000,117.10848,0.04302,117.10142,-0.32829,117.17038,0.0001143
2325000,118.18015,0.03668,118.17862,-0.08341,118.18295,0.0001143
2330000,117.73548,0.02062,117.73601,0.05151,117.75958,0.0001143
2335000,117.89616,0.02343,117.89737,0.10309,117.91718,0.0001143
2340000,117.45230,0.04910,117.45091,-0.05649,117.47805,0.0001143
2345000,116.70011,0.02144,116.70036,0.02338,116.78913,0.0001143
2350000,115.70441,0.02081,115.70176,-0.25476,115.67205,0.0001143
2355000,114.88785,0.04263,114.88667,-0.05524,114.91027,0.0001143
2360000,114.50187,0.04824,114.50307,0.04951,114.48480,0.0001143
2365000,114.20263,0.05947,114.19267,-0.33486,114.16135,0.0001143
2370000,112.60733,0.03312,112.59962,-0.46594,112.58270,0.0001143
2375000,113.56970,0.04240,113.58059,0.51406,113.60146,0.0001143
2380000,113.69852,0.02546,113.69386,-0.36598,113.70387,0.0001143
2385000,113.82025,0.05229,113.82547,0.19971,113.82464,0.0001143
2390000,114.93867,0.02971,114.94531,0.44680,114.96573,0.0001143
2395000,115.35524,0.05599,115.35587,0.02247,115.38593,0.0001143
2400000,114.55309,0.05240,114.55948,0.24366,114.60319,0.0001143
2405000,113.84983,0.05554,113.85218,0.08454,113.87058,0.0001143
2410000,112.69004,0.04142,112.68630,-0.18059,112.66015,0.0001143
2415000,111.39600,0.02979,111.40035,0.29215,111.44889,0.0001143
2420000,110.23848,0.02264,110.23786,-0.05511,110.26983,0.0001143
2425000,110.64683,0.05525,110.64847,0.05925,110.70737,0.0001143
2430000,110.89454,0.03078,110.89519,0.04279,110.92189,0.0001144
2435000,111.08541,0.04957,111.08164,-0.15189,111.09644,0.0001144
2440000,110.39532,0.03431,110.38903,-0.36699,110.42203,0.0001144
2445000,111.02965,0.04057,111.03104,0.06833,111.05034,0.0001144
2450000,110.73552,0.05501,110.73729,0.06423,110.73069,0.0001144
2455000,110.74595,0.05556,110.75060,0.16756,110.72850,0.0001144
2460000,111.53550,0.03263,111.53888,0.20724,111.52498,0.0001144
2465000,111.70375,0.04071,111.69181,-0.58666,111.67883,0.0001144
2470000,112.82853,0.03391,112.83678,0.48666,112.88622,0.0001144
2475000,112.36617,0.05372,112.36972,0.13226,112.37164,0.0001144
2480000,112.55151,0.05576,112.55604,0.16261,112.50776,0.0001144
2485000,113.20033,0.02174,113.19908,-0.11531,113.20390,0.0001144
2490000,112.43003,0.02167,112.43485,0.44449,112.39536,0.0001144
2495000,111.94916,0.02114,111.94812,-0.09832,111.91584,0.0001144
2500000,111.29970,0.04221,111.29722,-0.11735,111.25597,0.0001144
2505000,110.51049,0.05114,110.51177,0.04996,110.51123,0.0001144
2510000,109.93987,0.05544,109.94045,0.02096,109.99014,0.0001144
2515000,110.39592,0.03418,110.39095,-0.29081,110.40942,0.0001145
2520000,110.42060,0.04492,110.41779,-0.12528,110.42049,0.0001145
2525000,110.31259,0.02484,110.31263,0.00254,110.31618,0.0001145
2530000,110.31045,0.05144,110.30585,-0.17902,110.24330,0.0001145
2535000,110.57104,0.02772,110.57270,0.11986,110.63350,0.0001145
2540000,110.93068,0.03973,110.93238,0.08603,110.92340,0.0001145
2545000,110.79707,0.03564,110.79278,-0.24057,110.84499,0.0001145
2550000,109.29448,0.04319,109.29009,-0.20294,109.31182,0.0001145
2555000,108.74463,0.03111,108.74107,-0.22875,108.74966,0.0001145
2560000,108.77151,0.04046,108.77111,-0.01990,108.76811,0.0001145
2565000,109.15977,0.02878,109.16260,0.19640,109.20407,0.0001145
2570000,109.13626,0.05172,109.14272,0.24981,109.16971,0.0001146
2575000,110.58997,0.03919,110.59817,0.41854,110.55773,0.0001146
2580000,111.07827,0.04785,111.08079,0.10528,111.07519,0.0001146
2585000,111.14304,0.03788,111.14434,0.06890,111.11725,0.0001146
2590000,110.58346,0.03346,110.57750,-0.35629,110.58533,0.0001146
2595000,111.35247,0.02187,111.34817,-0.39350,111.35577,0.0001146
2600000,111.73837,0.03216,111.73760,-0.04796,111.68189,0.0001146
2605000,111.52534,0.04589,111.52100,-0.18928,111.50368,0.0001146
2610000,111.93468,0.03819,111.93258,-0.10993,111.92579,0.0001146
2615000,111.40816,0.03952,111.39999,-0.41323,111.41021,0.0001146
2620000,110.44642,0.05639,110.44267,-0.13284,110.44168,0.0001146
2625000,110.84421,0.03641,110.83862,-0.30698,110.83004,0.0001146
2630000,110.42863,0.03121,110.42980,0.07490,110.45712,0.0001146
2635000,111.21970,0.04070,111.21949,-0.01060,111.20363,0.0001146
2640000,111.29178,0.04044,111.29640,0.22861,111.32827,0.0001146
2645000,111.16380,0.03359,111.17138,0.45161,111.20068,0.0001146
2650000,111.09902,0.03000,111.10207,0.20338,111.10063,0.0001146
2655000,111.12916,0.02124,111.12344,-0.53836,111.11082,0.0001146
2660000,111.15126,0.03111,111.15840,0.45889,111.16173,0.0001147
2665000,110.41664,0.03180,110.41447,-0.13677,110.40141,0.0001147
2670000,110.73462,0.02994,110.73952,0.32751,110.74066,0.0001147
2675000,109.93866,0.03773,109.94228,0.19204,109.98852,0.0001147
2680000,110.86172,0.05722,110.86606,0.15161,110.86790,0.0001147
2685000,111.73145,0.03712,111.74173,0.55368,111.73356,0.0001147
2690000,113.82446,0.03978,113.83222,0.39048,113.83400,0.0001147
2695000,112.60393,0.04043,112.60714,0.15874,112.63510,0.0001147
2700000,112.15699,0.02852,112.15893,0.13563,112.16006,0.0001147
2705000,110.78782,0.03532,110.78702,-0.04537,110.83390,0.0001147
2710000,111.66367,0.02866,111.66895,0.36906,111.63621,0.0001147
2715000,111.87407,0.02873,111.86685,-0.50223,111.85607,0.0001147
2720000,111.43287,0.02154,111.43567,0.25986,111.48750,0.0001147
2725000,111.46671,0.05250,111.46450,-0.08433,111.47447,0.0001147
2730000,112.55899,0.05493,112.56375,0.17329,112.58416,0.0001147
2735000,112.95657,0.03982,112.96140,0.24268,112.97186,0.0001147
2740000,112.66980,0.05514,112.67303,0.11708,112.67624,0.0001147
2745000,112.39901,0.04166,112.40463,0.26997,112.36820,0.0001147
2750000,112.45687,0.05763,112.47463,0.61639,112.44046,0.0001147
2755000,111.42096,0.04912,111.42585,0.19919,111.42161,0.0001148
2760000,110.36048,0.04880,110.37086,0.42562,110.34496,0.0001148
2765000,109.27325,0.04958,109.27809,0.19502,109.28770,0.0001148
2770000,108.73423,0.02941,108.72827,-0.40483,108.70179,0.0001148
2775000,109.55818,0.03046,109.56559,0.48666,109.53830,0.0001148
2780000,109.84081,0.04600,109.84210,0.05590,109.82355,0.0001148
2785000,109.81977,0.04474,109.83106,0.50445,109.80893,0.0001148
2790000,111.06066,0.03430,111.05928,-0.08054,110.99087,0.0001148
2795000,110.23051,0.04637,110.23978,0.39960,110.28521,0.0001148
2800000,109.07409,0.04420,109.07608,0.08994,109.11505,0.0001148
2805000,109.79762,0.04778,109.79177,-0.24509,109.79173,0.0001148
2810000,109.90730,0.04106,109.90346,-0.18726,109.94710,0.0001148
2815000,110.39756,0.03552,110.39100,-0.36927,110.36939,0.0001148
2820000,110.74896,0.04772,110.74696,-0.08368,110.73539,0.0001148
2825000,111.06026,0.02511,111.05609,-0.33238,111.03811,0.0001148
2830000,111.77181,0.03529,111.77206,0.01434,111.75653,0.0001149
2835000,112.13306,0.03475,112.12920,-0.22240,112.14299,0.0001149
2840000,112.24895,0.04091,112.24542,-0.17258,112.24570,0.0001149
2845000,112.27833,0.04122,112.27408,-0.20580,112.26013,0.0001149
2850000,111.98399,0.03901,111.98029,-0.18971,111.97667,0.0001149
2855000,111.69962,0.03762,111.69742,-0.11684,111.65210,0.0001149
2860000,112.35381,0.05339,112.36163,0.29313,112.32942,0.0001149
2865000,112.44733,0.04482,112.45287,0.24711,112.40370,0.0001149
2870000,112.79532,0.05721,112.79133,-0.13966,112.81496,0.0001149
2875000,113.70134,0.03153,113.69891,-0.15408,113.75079,0.0001149
2880000,112.51449,0.02967,112.51385,-0.04274,112.50304,0.0001149
2885000,112.09314,0.05905,112.10008,0.23493,112.07568,0.0001149
2890000,112.96307,0.02649,112.95955,-0.26569,112.98543,0.0001149
2895000,113.55009,0.03702,113.54527,-0.26065,113.56754,0.0001149
2900000,113.37200,0.05247,113.38629,0.54500,113.33512,0.0001149
2905000,113.46370,0.02520,113.46604,0.18564,113.49638,0.0001149
2910000,112.28414,0.04039,112.28412,-0.00110,112.28434,0.0001149
2915000,112.61642,0.05522,112.62261,0.22418,112.61589,0.0001149
2920000,113.39009,0.05137,113.40508,0.58332,113.40463,0.0001149
2925000,112.48363,0.02851,112.47942,-0.29552,112.49437,0.0001149
2930000,112.86564,0.03585,112.85995,-0.31718,112.81242,0.0001149
2935000,112.94034,0.02119,112.93776,-0.24345,112.86965,0.0001149
2940000,112.69948,0.05708,112.71092,0.40068,112.70093,0.0001149
2945000,113.80644,0.05158,113.81449,0.31232,113.83154,0.0001149
2950000,114.25322,0.04891,114.24750,-0.23375,114.28743,0.0001149
2955000,113.38264,0.03376,113.38595,0.19605,113.38865,0.0001149
2960000,112.45044,0.02757,112.44222,-0.59630,112.49345,0.0001149
2965000,112.79736,0.04486,112.79093,-0.28642,112.78013,0.0001149
2970000,112.26753,0.05724,112.26266,-0.17021,112.20881,0.0001149
2975000,112.48828,0.04010,112.47837,-0.49424,112.47610,0.0001149
2980000,111.67400,0.04718,111.67998,0.25336,111.65524,0.0001149
2985000,112.86550,0.03090,112.86678,0.08318,112.90509,0.0001149
2990000,112.27601,0.03787,112.27633,0.01719,112.26314,0.0001149
2995000,113.32992,0.04994,113.33300,0.12350,113.26248,0.0001149
3000000,112.35577,0.03949,112.36723,0.58048,112.32092,0.0001149
3005000,112.07820,0.03238,112.07783,-0.02238,112.08739,0.0001149
3010000,111.65422,0.02204,111.65528,0.09641,111.67021,0.0001149
3015000,112.69771,0.03014,112.70377,0.40214,112.69159,0.0001149
3020000,112.88007,0.04218,112.88011,0.00200,112.86509,0.0001149
3025000,114.09641,0.03465,114.09601,-0.02311,114.12523,0.0001149
3030000,114.25794,0.02588,114.25317,-0.36915,114.30303,0.0001149
3035000,112.89590,0.04874,112.89572,-0.00746,112.89717,0.0001149
3040000,111.98219,0.03218,111.98747,0.32818,112.03942,0.0001149
3045000,112.18200,0.04932,112.18203,0.00154,112.16586,0.0001149
3050000,112.81749,0.04456,112.82205,0.20484,112.78741,0.0001149
3055000,113.07915,0.05452,113.08361,0.16354,113.05404,0.0001149
3060000,112.26539,0.02326,112.26078,-0.39636,112.24391,0.0001149
3065000,112.44063,0.05741,112.43441,-0.21658,112.42491,0.0001149
3070000,112.14187,0.02274,112.14048,-0.12223,112.15532,0.0001150
3075000,111.86428,0.04328,111.86986,0.25828,111.85566,0.0001150
3080000,110.38264,0.05298,110.38455,0.07217,110.37827,0.0001150
3085000,111.06289,0.05297,111.06568,0.10532,111.02522,0.0001150
3090000,110.65117,0.04648,110.65368,0.10818,110.64536,0.0001150
3095000,109.04883,0.05271,109.05536,0.24774,109.04747,0.0001150
3100000,110.49363,0.03871,110.49015,-0.18022,110.52948,0.0001150
3105000,110.03730,0.05120,110.04322,0.23120,110.09201,0.0001150
3110000,109.72073,0.02310,109.71741,-0.28772,109.73321,0.0001150
3115000,109.54786,0.02049,109.54949,0.15916,109.56936,0.0001150
3120000,109.08116,0.03892,109.08287,0.08767,109.11184,0.0001150
3125000,109.64930,0.02455,109.64602,-0.26710,109.63963,0.0001150
3130000,109.07260,0.04264,109.06543,-0.33592,109.04973,0.0001150
3135000,108.90141,0.04869,108.89779,-0.14888,108.90352,0.0001150
3140000,109.17959,0.03453,109.17824,-0.07848,109.17499,0.0001150
3145000,108.57406,0.02642,108.57491,0.06479,108.60119,0.0001151
3150000,108.29002,0.03552,108.29533,0.29878,108.25801,0.0001151
3155000,108.96226,0.02717,108.96518,0.21482,108.92034,0.0001151
3160000,108.80213,0.02894,108.80717,0.34870,108.77269,0.0001151
3165000,108.05072,0.02876,108.04747,-0.22583,108.04763,0.0001151
3170000,107.40566,0.05690,107.40991,0.14941,107.39231,0.0001151
3175000,106.53019,0.02289,106.52945,-0.06438,106.50997,0.0001151
3180000,106.41771,0.05603,106.41838,0.02404,106.41335,0.0001151
3185000,105.68851,0.02717,105.68871,0.01501,105.70971,0.0001151
3190000,104.21687,0.05186,104.22069,0.14730,104.21487,0.0001152
3195000,104.11034,0.03198,104.10756,-0.17391,104.13702,0.0001152
3200000,104.32790,0.05579,104.32119,-0.24025,104.29322,0.0001152
3205000,105.02020,0.05219,105.02823,0.30746,105.01562,0.0001152
3210000,104.59073,0.05416,104.59253,0.06665,104.60072,0.0001152
3215000,104.22738,0.04997,104.21543,-0.47807,104.24494,0.0001152
3220000,104.36172,0.05608,104.35755,-0.14877,104.39207,0.0001152
3225000,104.95459,0.05936,104.94504,-0.32191,104.89783,0.0001153
3230000,103.78357,0.03010,103.78067,-0.19270,103.75886,0.0001153
3235000,103.80327,0.03124,103.81113,0.50334,103.79009,0.0001153
3240000,105.13891,0.03704,105.13536,-0.19147,105.13294,0.0001153
3245000,104.56111,0.04610,104.55030,-0.46916,104.56531,0.0001153
3250000,105.24733,0.05075,105.24905,0.06786,105.26930,0.0001153
3255000,105.64544,0.02446,105.64659,0.09343,105.63597,0.0001154
3260000,105.62900,0.02635,105.63641,0.56298,105.61957,0.0001154
3265000,106.03608,0.04772,106.04650,0.43682,106.04704,0.0001154
3270000,106.02828,0.05949,106.01671,-0.38874,106.02634,0.0001154
3275000,106.06884,0.04387,106.06390,-0.22550,106.09156,0.0001154
3280000,105.02369,0.03198,105.02117,-0.15777,105.00841,0.0001154
3285000,104.61178,0.03417,104.61847,0.39128,104.67562,0.0001154
3290000,105.30572,0.02818,105.30155,-0.29600,105.29810,0.0001154
3295000,105.88460,0.03565,105.88512,0.02913,105.88980,0.0001155
3300000,105.50749,0.02475,105.50459,-0.23484,105.50401,0.0001155
3305000,106.11706,0.02350,106.11832,0.10747,106.06093,0.0001155
3310000,107.43440,0.04730,107.44703,0.53406,107.40801,0.0001155
3315000,109.14920,0.02200,109.14405,-0.46798,109.10014,0.0001155
3320000,109.94698,0.03914,109.95758,0.54157,109.92701,0.0001155
3325000,109.70573,0.03337,109.70238,-0.20048,109.67310,0.0001155
3330000,109.49201,0.02163,109.49614,0.38239,109.48242,0.0001155
3335000,108.94870,0.03099,108.95055,0.11905,108.96971,0.0001155
3340000,109.34725,0.03561,109.34830,0.05899,109.35496,0.0001155
3345000,109.67060,0.03980,109.67400,0.17121,109.68575,0.0001155
3350000,111.03395,0.03233,111.02908,-0.30085,111.03262,0.0001155
3355000,111.66343,0.05173,111.65476,-0.33513,111.65970,0.0001155
3360000,111.71538,0.05143,111.72486,0.36880,111.70037,0.0001155
3365000,110.42586,0.04364,110.42657,0.03253,110.44634,0.0001155
3370000,110.33065,0.05408,110.33144,0.02934,110.31494,0.0001156
3375000,111.23754,0.03621,111.23877,0.06832,111.22039,0.0001156
3380000,111.62206,0.03588,111.61548,-0.36690,111.62759,0.0001156
3385000,112.78166,0.02679,112.78312,0.10878,112.72627,0.0001156
3390000,111.94385,0.05000,111.93456,-0.37171,111.97437,0.0001156
3395000,111.25541,0.03930,111.25488,-0.02693,111.29036,0.0001156
3400000,109.94940,0.04795,109.93817,-0.46860,110.01328,0.0001156
3405000,109.46381,0.03726,109.45574,-0.43303,109.44414,0.0001156
3410000,108.57119,0.05350,108.56214,-0.33836,108.59374,0.0001156
3415000,108.45118,0.02071,108.45452,0.32250,108.40182,0.0001156
3420000,109.00483,0.03067,109.00487,0.00272,108.96605,0.0001156
3425000,108.23518,0.03240,108.23292,-0.13949,108.25325,0.0001156
3430000,108.46947,0.05653,108.46506,-0.15597,108.45821,0.0001156
3435000,109.38972,0.05812,109.38310,-0.22786,109.34839,0.0001156
3440000,108.80399,0.05931,108.81636,0.41710,108.83346,0.0001156
3445000,108.67882,0.02208,108.68101,0.19860,108.66026,0.0001156
3450000,108.79536,0.04938,108.79486,-0.02033,108.79661,0.0001156
3455000,108.71448,0.02317,108.71460,0.01046,108.72950,0.0001156
3460000,109.62038,0.03277,109.62457,0.25564,109.66625,0.0001156
3465000,108.69774,0.04169,108.70703,0.44553,108.72479,0.0001156
3470000,111.18405,0.04009,111.18374,-0.01565,111.14902,0.0001156
3475000,111.04502,0.04449,111.04315,-0.08383,111.01780,0.0001157
3480000,111.32523,0.04200,111.31783,-0.35232,111.32550,0.0001157
3485000,112.80155,0.05607,112.80394,0.08529,112.82679,0.0001157
3490000,114.33747,0.05022,114.33767,0.00823,114.34884,0.0001156
3495000,112.79513,0.04374,112.80252,0.33798,112.75496,0.0001156
3500000,112.47259,0.02091,112.47430,0.16301,112.49175,0.0001156
3505000,112.16394,0.04326,112.16713,0.14763,112.12288,0.0001156
3510000,112.92581,0.02853,112.93195,0.43062,112.92763,0.0001156
3515000,113.02952,0.02284,113.02634,-0.27854,113.01400,0.0001156
3520000,111.98024,0.03957,111.97542,-0.24378,111.94969,0.0001156
3525000,112.62903,0.05333,112.64139,0.46372,112.66160,0.0001156
3530000,111.79197,0.02270,111.79433,0.20750,111.78011,0.0001156
3535000,112.60173,0.03205,112.60861,0.42958,112.59897,0.0001156
3540000,112.90285,0.05879,112.90144,-0.04825,112.88575,0.0001156
3545000,113.49752,0.02910,113.49869,0.08050,113.50290,0.0001156
3550000,114.35919,0.02224,114.36028,0.09748,114.35037,0.0001156
3555000,115.09115,0.03877,115.08981,-0.06891,115.09285,0.0001156
3560000,114.65297,0.03928,114.65102,-0.09948,114.67946,0.0001156
3565000,114.02063,0.03215,114.02486,0.26295,114.07406,0.0001156
3570000,114.92713,0.04431,114.92372,-0.15375,114.88856,0.0001156
3575000,114.65565,0.02433,114.65567,0.00226,114.61599,0.0001156
3580000,114.46185,0.04219,114.45954,-0.10929,114.45447,0.0001156
3585000,114.33565,0.04079,114.34602,0.50854,114.30867,0.0001156
3590000,113.98113,0.04180,113.98638,0.25117,113.98278,0.0001156
3595000,114.48584,0.04936,114.48806,0.09015,114.51545,0.0001156
3600000,114.60708,0.03818,114.60864,0.08204,114.60648,0.0001156
3605000,114.90946,0.05011,114.90622,-0.12904,114.86618,0.0001156
3610000,115.21791,0.05773,115.22055,0.09117,115.22929,0.0001156
3615000,114.40815,0.03116,114.41372,0.35786,114.45071,0.0001156
3620000,113.84741,0.05802,113.85324,0.20105,113.84411,0.0001156
3625000,114.74016,0.03616,114.73436,-0.32057,114.76351,0.0001156
3630000,115.00532,0.03625,114.99850,-0.37613,115.02535,0.0001156
3635000,114.10875,0.04201,114.10835,-0.01921,114.08805,0.0001156
3640000,113.18780,0.05376,113.18648,-0.04914,113.20492,0.0001156
3645000,113.53650,0.04506,113.53449,-0.08898,113.51859,0.0001156
3650000,112.70634,0.02809,112.70051,-0.41494,112.76809,0.0001156
3655000,113.64511,0.04143,113.64641,0.06315,113.64483,0.0001156
3660000,113.76713,0.05251,113.77469,0.28809,113.75519,0.0001156
3665000,113.54336,0.05090,113.55353,0.39957,113.53802,0.0001156
3670000,112.95620,0.03928,112.95270,-0.17869,113.00975,0.0001156
3675000,111.73679,0.03169,111.73580,-0.06305,111.71200,0.0001156
3680000,111.86086,0.04997,111.86462,0.15044,111.86051,0.0001156
3685000,113.41617,0.03659,113.42630,0.55366,113.40533,0.0001156
3690000,113.89350,0.02284,113.89110,-0.21006,113.90334,0.0001156
3695000,114.66986,0.02191,114.66492,-0.45072,114.68363,0.0001156
3700000,114.09967,0.04979,114.10833,0.34805,114.08474,0.0001156
3705000,113.90950,0.05935,113.89348,-0.53989,113.91674,0.0001156
3710000,114.80468,0.04756,114.79588,-0.37012,114.74786,0.0001156
3715000,114.71749,0.04840,114.70707,-0.43058,114.71544,0.0001156
3720000,115.02097,0.04524,115.01538,-0.24688,115.00059,0.0001156
3725000,115.21197,0.04940,115.20972,-0.09121,115.20430,0.0001156
3730000,115.47278,0.02195,115.47182,-0.08745,115.43282,0.0001156
3735000,115.65387,0.05375,115.65405,0.00663,115.67602,0.0001156
3740000,116.41906,0.04180,116.41158,-0.35782,116.39586,0.0001156
3745000,114.71135,0.02592,114.71496,0.27807,114.74650,0.0001156
3750000,115.67253,0.04932,115.66498,-0.30641,115.66058,0.0001156
3755000,114.31370,0.02859,114.31613,0.17008,114.31800,0.0001156
3760000,113.28956,0.05924,113.29394,0.14780,113.30059,0.0001156
3765000,113.80161,0.05141,113.80627,0.18141,113.79458,0.0001156
3770000,112.93293,0.03793,112.92803,-0.25815,112.96811,0.0001156
3775000,113.20455,0.03177,113.20442,-0.00848,113.20746,0.0001156
3780000,113.13922,0.04623,113.13644,-0.12040,113.16463,0.0001156
3785000,113.74898,0.05390,113.74911,0.00481,113.73308,0.0001156
3790000,113.88866,0.04844,113.89730,0.35682,113.92008,0.0001156
3795000,113.76283,0.04318,113.75645,-0.29516,113.77619,0.0001156
3800000,113.13362,0.02294,113.13439,0.06708,113.11928,0.0001156
3805000,112.58978,0.05859,112.60453,0.50345,112.61562,0.0001156
3810000,113.86115,0.03495,113.86378,0.15091,113.89616,0.0001156
3815000,114.23525,0.04639,114.23156,-0.15904,114.19939,0.0001156
3820000,113.15321,0.04023,113.14208,-0.55368,113.12630,0.0001156
3825000,112.92915,0.04895,112.91724,-0.48640,112.94719,0.0001156
3830000,113.57145,0.03972,113.56691,-0.22857,113.54548,0.0001156
3835000,112.54090,0.05863,112.54789,0.23852,112.52816,0.0001156
3840000,112.50788,0.02916,112.50835,0.03200,112.47694,0.0001156
3845000,111.12321,0.03231,111.11682,-0.39529,111.04037,0.0001156
3850000,111.01566,0.04238,111.01492,-0.03514,111.01876,0.0001156
3855000,110.66078,0.02092,110.66019,-0.05584,110.66362,0.0001156
3860000,111.08081,0.03070,111.08165,0.05470,111.08128,0.0001156
3865000,112.37251,0.05420,112.36195,-0.38949,112.34701,0.0001156
3870000,112.85513,0.03547,112.84883,-0.35547,112.88894,0.0001156
3875000,112.74542,0.04918,112.75064,0.21248,112.75019,0.0001156
3880000,112.24305,0.02260,112.24526,0.19563,112.28118,0.0001156
3885000,111.84156,0.04605,111.84449,0.12687,111.81474,0.0001156
3890000,111.12040,0.03530,111.12319,0.15810,111.18936,0.0001156
3895000,111.08074,0.05462,111.09479,0.51459,111.06781,0.0001156
3900000,111.11511,0.05145,111.12346,0.32445,111.12099,0.0001156
3905000,111.54583,0.05699,111.54002,-0.20398,111.57103,0.0001156
3910000,112.37757,0.05371,112.38331,0.21356,112.34573,0.0001156
3915000,111.65920,0.04596,111.65727,-0.08403,111.64032,0.0001156
3920000,112.66876,0.03278,112.66798,-0.04740,112.61913,0.0001156
3925000,113.63304,0.03235,113.63997,0.42842,113.63846,0.0001156
3930000,113.86678,0.05295,113.85772,-0.34227,113.86838,0.0001156
3935000,112.97262,0.04827,112.97973,0.29470,112.97548,0.0001156
3940000,113.37533,0.05879,113.38246,0.24249,113.37316,0.0001156
3945000,114.42529,0.03742,114.42450,-0.04207,114.42749,0.0001156
3950000,113.85860,0.04078,113.86735,0.42901,113.91267,0.0001156
