day,price,momentum,mean_reversion,buy_hold
422,94.85643605000396,95705.3089103129,102824.33531535043,94901.23881219378
423,94.60050246293764,95936.99157011196,103057.97238233939,94658.67491786001
424,94.61615736083381,95922.82004840963,103043.68131382274,94673.51202088592
425,94.98610315916906,95587.92837779202,102705.96459497124,95024.13225234994
426,95.71733574015464,94925.9835692329,102012.2204870544,95717.16603717174
427,96.58462418352988,94140.874839748,102012.2204870544,96539.14827384181
428,96.1259168795622,94556.11744026274,102012.2204870544,96104.40334143514
429,96.78784517543893,93956.9100054635,102012.2204870544,96731.75322176158
430,98.61121467896098,92306.31345338612,101983.14894244778,98459.87188197135
431,96.82586626373403,93922.4915965097,103737.72613668085,96767.78812968197
432,96.92127688363628,93836.12158761242,103643.95995841539,96858.21460238362
433,97.60124939492334,93220.5797128197,102975.70705560145,97502.66608789716
434,97.4724476762294,93337.17685474141,103102.28882321106,97380.59283115345
435,96.29619376554251,94401.97510084405,104258.26950951107,96265.78514775394
436,96.05030620179802,94624.56364591481,104471.59875934347,96032.7424833902
437,96.12004948640002,94561.4288699562,104471.59875934347,96098.84245452179
438,97.0820417205962,93690.5899852308,104471.59875934347,97010.58125879602
439,97.11241634402835,93663.09350214775,104471.59875934347,97039.36914487647
440,98.71065603396069,92216.29464075413,104441.82633865744,98554.11852854498
441,100.44821868503392,90643.37433286262,102694.80471378134,100200.91279312114
442,99.88580018305399,91099.39265458407,103260.28491939146,99667.87442309172
443,100.47831578289815,91613.06741889994,102664.5437728119,100229.43765126803
444,100.98464423959729,92052.02320458686,102155.45895644734,100709.31605908765
445,99.90668330706546,91117.49704509732,103239.28811146601,99687.66663537672
446,101.8085679400088,92766.31463038977,101327.0499658548,101490.19887988722
447,102.23796633984507,93138.57676473951,100895.31399953566,101897.16597349492
448,102.10442016285138,93022.80040204027,101029.58717753208,101770.5961038022
449,103.55825426738384,94283.18559898109,99567.83866559682,103148.48349307735
450,101.59564577876627,92581.72414699549,101541.1312364647,101288.39954118781
451,102.01318525833982,92943.70532321924,101121.31874820482,101684.12721165261
452,102.72148227536474,93557.7554906437,100409.16589155042,102355.42356147493
453,101.59722253708628,92583.09109996454,101539.5458945603,101289.89393136502
454,100.79497069098396,91887.58784557432,102346.16505322595,100529.55085073369
455,100.9282728595328,92003.1526678847,102181.69187007323,100655.88945871781
456,100.23259596838899,91400.04337727313,102181.69187007323,99996.55397310169
457,100.99373921672597,92059.90799316333,102181.69187007323,100717.93592448514
458,100.83328858468067,91920.80711443225,102181.69187007323,100565.86705926374
459,100.17845294637398,91353.1046906289,102181.69187007323,99945.23932377606
460,99.71430955170764,90950.72077208446,102181.69187007323,99505.34227614712
461,99.93980807235981,91146.21418943928,102181.69187007323,99719.06099889419
462,98.08231128890476,89535.87815320713,102152.56814643813,97958.59783080463
463,99.66849670780553,90911.00384007415,103722.4246497503,99461.92264547346
464,98.43122380533651,89838.36395221745,102497.88879841272,98289.2835361769
465,98.65252091815927,90030.21500610177,102716.90777790236,98499.02032807829
466,97.8367605289738,89323.00067155382,101909.54519793694,97725.87437598886
467,98.69552198351586,90067.49429818825,102759.46617069493,98539.77506446501
468,99.06871573130907,90391.030438827,103128.81809196943,98893.47357603347
469,99.75238655606226,90983.73120462472,103775.83522517867,99541.43017913276
470,99.47587837590396,90744.01553416545,103775.83522517867,99279.36648611321
471,98.52877918951003,89871.68835299766,103775.83522517867,98381.74273299276
472,100.26162074260304,88318.00614971996,103775.83522517867,100024.06252462171
473,100.98140480625112,88920.69394435358,103775.83522517867,100706.24585022258
474,99.96749267206067,88071.72756822903,103775.83522517867,99745.29938516262
475,100.79817003470228,88767.26826303848,103775.83522517867,100532.58306420955
476,101.38571910907832,89259.23338668958,103746.26108388037,101089.43921281626
477,99.47169012176965,87656.58341500322,105578.4350676691,99275.39702182788
478,97.04844521710831,85627.5580430806,105548.34320768455,96978.7398001761
479,97.44573970082592,85911.2463634863,105958.94683219581,97355.28005138939
480,96.91174024279265,86358.75258913828,105407.0586939468,96849.17614530414
481,97.38472956783048,85962.37453212503,105895.89289420644,97297.45702150562
482,95.80575985087746,87285.59456132661,104264.02858361299,95800.97096834856
483,96.61118110494252,86610.62940912588,105096.43099474885,96564.31789051153
484,96.59385980871262,86625.14513153463,105078.52944487914,96547.90143999172
485,95.76372140427178,87320.82393523285,104220.58187279134,95761.12856455427
486,94.83524849835561,88098.90975441504,103261.00564897282,94881.15807524115
487,94.85619092395993,88081.35942604448,103282.64963400559,94901.00649126817
488,95.21574248835647,87780.04533088986,103654.24597271753,95241.77547228988
489,93.89373026680991,88887.92791509508,102287.94708848478,93988.82373394664
490,94.05408812989039,88753.54361754342,102453.67684940068,94140.80467635325
491,95.35013976144778,87667.41672141425,103793.1454785434,95369.15197774408
492,95.61945337696079,87441.7245080948,104071.4809480549,95624.39694236459
493,94.79192338400362,88135.2173912636,103216.22916776213,94840.09621782675
494,98.0517285700132,85403.41103227476,106585.2359862094,97929.61271994565
495,97.79406732044377,85619.33824260613,106318.94323031878,97685.41141432231
496,96.57438770610017,86641.46328881836,105028.46416147612,96529.44653887974
497,96.46367078891026,86734.24710906783,105028.46416147612,96424.51335324337
498,97.7192788444616,85682.0130414389,105028.46416147612,97614.5298071309
499,97.30821711065812,86026.49407458799,105028.46416147612,97224.94149202974
500,97.48564224462834,85877.80693484587,105028.46416147612,97393.09812962399
501,97.59232388919827,85788.4047839829,105028.46416147612,97494.20684090114
502,97.42072663980866,85932.207996236,105028.46416147612,97331.57364552408
503,95.38710270662452,87636.44075723267,105028.46416147612,95404.18401879382
504,95.4894000736418,87550.71275148404,105028.46416147612,95501.13748241786
505,92.57355342718327,89994.27239879615,104998.52905364928,92737.61149916443
506,92.80488408632189,89800.41094708235,105247.86039933223,92956.85769581512
507,93.03052398210116,89611.31851150465,105491.058162499,93170.71040840616
508,93.14424993338521,89516.01303796495,105613.63354692192,93278.49543946236
509,93.35384602252256,89340.36575340267,105839.53907604239,93477.14245645239
510,96.00133215922729,87121.6995905826,108661.99641868424,95986.3267916344
511,95.72918824716967,87349.76367021221,108661.99641868424,95728.39938208806
512,94.36612716728453,88492.04632615173,108661.99641868424,94436.54313320092
513,95.38509877886958,87638.12010377995,108661.99641868424,95402.28477404923
514,95.45557553439357,87579.05864522172,108661.99641868424,95469.07990037814
515,96.75641931483848,86488.91579658707,108661.99641868424,96701.96901400124
516,97.45277524130749,85905.35038715342,108661.99641868424,97361.94806287438
517,99.0812065487684,84540.6801853909,108631.02981428284,98905.31188674946
518,98.07516745965954,85383.76859840837,109679.18323025681,97951.82718744344
519,96.27734993395964,86890.38910753782,111552.26013279484,96247.92569747505
520,96.92834109119,86295.86049278917,110874.01749530024,96864.90978340403
521,97.53084726016658,86805.7437077588,110246.28950143316,97435.9416842276
522,98.55276878196545,87670.56577566647,109181.58878997313,98404.47913518276
523,98.06562981263707,87258.31442189186,109689.12013769429,97942.78777674683
524,98.72409840809388,87815.556989181,109003.08704503287,98566.85868764724
525,98.35171339525316,87500.4185269869,109391.0606610603,98213.92666359535
526,97.23866111580949,86558.47518450461,110550.70700232711,97159.01902683814
527,97.2143235135501,86537.87898894076,110576.06341364447,97135.95279449852
528,96.95464643572075,86318.12193064798,110816.3049541271,96889.84096529504
529,98.92012827042234,87981.45128467654,110816.3049541271,98752.64816278862
530,100.60657735441028,89408.64344486131,110784.72441272497,100350.99897753229
531,102.22428275960743,90777.65985555922,109091.94514111814,101884.19720863324
532,99.40454303000871,88391.39722002884,112042.54229573988,99211.75762124191
533,99.96518153601707,88865.84906566699,111455.88588797452,99743.10898035685
534,100.44238483405185,89269.69215362969,110956.53671805738,100195.38369618083
535,101.95085308484688,90546.26437977211,109378.06403779107,101625.05120323166
536,102.87482946134931,91328.19835765533,108411.20811175363,102500.76005694593
537,103.02618837035148,91456.28894180222,108252.82499520549,102644.21214086551
538,104.8170477728191,92971.84047754802,106378.85606049089,104341.51899240515
539,103.54926267019138,91898.95130677582,107705.47605921591,103139.96160716044
540,101.82976081255981,90443.78755832049,109504.77591488612,101510.28465978433
541,102.57939115713768,91078.17762735729,108720.3570061082,102220.755129002
542,102.42188287323467,90944.88300845366,108885.17487544386,102071.4749068503
543,101.33445939716216,90024.62856698447,109991.24982676576,101040.8572526002
544,100.81494719657108,89584.98070163021,109991.24982676576,100548.48380535655
545,101.43214868569216,90107.30013296756,109991.24982676576,101133.44335875433
546,100.211201404324,89074.04843001842,109991.24982676576,99976.27703783632
547,99.60976013592439,88565.06640902451,109991.24982676576,99406.2544083397
548,100.13284677819637,89007.73921903463,109991.24982676576,99902.01557231144
549,99.50323154588833,88474.91440267072,109991.24982676576,99305.29075619373
550,99.8669342608566,88782.70529204236,109991.24982676576,99649.99403618803
551,97.8658104111372,87089.21315107314,109959.9002307314,97753.40672384622
552,99.06047260412153,88100.22055834367,111235.44546778966,98885.661060861
553,99.00166902151379,88050.45681932222,111172.66066539302,98829.92931356824
554,100.56625131782478,89374.51670850588,112843.17096342114,100312.77952931782
555,99.78828123292081,88716.14355240222,112012.52942960465,99575.44975704148
556,100.10425515910238,88983.54297438939,112349.89595793572,99874.91754835827
557,101.7684386541274,90391.89242280096,114126.75082380156,101452.16590433367
558,101.82121256705516,90436.55343006639,114183.09772560463,101502.18296534439
559,101.35564327461432,90042.55585818412,113686.0076720473,101060.93450729265
560,101.43179850025378,90107.00378135101,113767.31888781353,101133.11146662307
561,102.48606665314023,90999.19984989404,114892.96488958181,102132.30579577509
562,101.60999024464384,90257.80220332398,113957.57487161767,101301.99466774109
563,102.86007313645696,91315.7105147673,115292.29299356395,102486.77458644567
564,102.59218393027231,91089.00377425857,115006.26669841976,102232.87962155664
565,102.55228626647634,91055.23955717076,114963.66781538524,102195.06616840223
566,100.65708466116843,89451.38629012222,112907.91462677708,100398.86783741895
567,100.57949118709048,89385.72121968697,112907.91462677708,100325.32776218702
568,99.93938318590199,88844.01668224105,112907.91462677708,99718.65830804364
569,101.77501929236534,90397.46142301055,112907.91462677708,101458.40277717437
570,102.45294206663166,90971.16748851222,112907.91462677708,102100.91160170383
571,103.25314644017212,91648.35686784523,112875.73801635882,102859.31416751706
572,104.23307706607619,92477.64327802735,111857.75618334847,103788.0542813913
573,102.51022632430544,91019.64546761652,113647.5061000765,102155.20339194771
574,101.15812459418855,89875.40161980824,115052.11063151565,100873.73398829502
575,100.49535481172873,89314.51908471428,115740.61610341053,100245.58657973103
576,99.36169506877317,88355.13625316309,116918.29643366784,99171.14799098317
577,100.83513154984819,89602.06212497645,115387.64566086924,100567.61374993171
578,103.56312235472964,91910.68034935615,112553.7255785914,103153.09727682527
579,103.73707680954035,92057.89287803089,112373.01638338163,103317.96453977133
580,103.683942753039,92012.92709187254,112428.213662457,103267.60614869632
581,101.74358604505564,90370.86039214903,114412.20499690989,101428.61156857845
582,100.29085241768877,89141.45473531651,114412.20499690989,100051.7671687365
583,98.11296806195735,87248.5896354756,114379.59534465389,97987.65312731566
584,99.16050847078732,86363.11905225659,115540.0824835795,98980.4711624567
585,101.87461271918846,84068.92643544552,118512.96845423312,101552.79355150444
586,101.18539301648656,84601.72560745373,118512.96845423312,100899.5779378163
587,103.77069655364653,86656.44278424043,118512.96845423312,103349.82802494487
588,106.82175750157009,89081.32916489667,118479.19450997005,106241.50486135099
589,106.77953635819229,89047.77314051693,118523.6944835031,106201.4893046656
590,107.9277446040873,89960.33260266825,117313.51322205445,107289.71639835402
591,107.84082773887896,89891.25383751396,117405.12130965966,107207.33997582237
592,107.62702680674768,89721.33164410462,117630.46186323134,107004.7077722714
593,106.69391233201223,88979.72188277911,118613.93995281005,106120.33818465497
594,107.53632367905524,89649.24367772885,117726.06057181107,106918.74287749725
595,106.49866429704812,88824.54494304718,118819.72624122331,105935.28969506522
596,107.36773233798277,89515.25263204312,117903.75140667298,106758.95856505023
597,107.49255036601487,89614.4540381774,117772.19649130336,106877.25623480734
598,105.04270864193364,87667.39760997627,120321.04928063994,104555.39158270719
599,106.46247752165951,88795.78484277471,120321.04928063994,105900.99327753653
600,106.64740749797808,88942.76131705823,120321.04928063994,106076.26271266253
601,105.23781251729727,87822.45997623431,120321.04928063994,104740.30344343749
602,104.57697721739841,87297.24905913604,120321.04928063994,104113.98946216564
603,105.3177366156438,87885.98111228326,120321.04928063994,104816.05239365646
604,104.14142354537391,86951.08482795088,120321.04928063994,103701.18864110633
605,102.85987661586921,85932.5520131139,120286.75549549503,102486.58833188008
606,105.24987825122709,87832.04943851593,122942.69032945849,104751.73887652604
607,103.228813213674,86225.77110857358,120696.74331606277,102836.2520823537
608,102.21974815872726,85423.79823726737,119575.40055649307,101879.89949038003
609,103.7559319121462,86644.70831590284,121282.5140085151,103335.8346722872
610,104.05839193749215,86885.09394197611,121618.62847191692,103622.49451427656
611,106.95156415708848,89184.49537378519,124833.72120030774,106364.53055811045
612,107.00973943149948,89230.73123502098,124898.36958192293,106419.66681934455
613,107.13724297070002,89332.06700017615,125040.06031811592,106540.5097120822
614,109.01914849091645,90827.7457635782,127131.36366763122,108324.10653102421
615,107.99757420053393,90015.83094907309,125996.11978194988,107355.89817249321
616,107.06538446048815,89274.95613752176,124960.206180125,106472.40501243019
617,108.05852270782647,90064.27088776248,126063.84997141986,107413.66279593388
618,108.61896364503652,90509.69155257344,126686.65063627898,107944.82690703004
619,109.86514156302242,91500.11419990048,128071.48958062523,109125.90584350067
620,109.98330850482135,91594.02953384588,128202.80484514375,109237.89987254866
621,111.04091124657133,92434.57861771769,129378.08603355532,110240.25459526219
622,109.73067169714477,91393.2418194594,127922.05738124125,108998.46053742847
623,111.45102212953041,92760.52172787522,129833.82956264938,110628.94173093476
624,112.02768574772855,93218.83566452087,130474.6579907113,111175.48106777645
625,109.52707784226513,91231.43188700985,127695.80983263873,108805.5022044949
626,111.41562897293942,92732.39237062841,129794.49824333841,110595.39747441928
627,112.48175285813835,93579.71378879629,130979.24871468959,111605.82820529903
628,112.56240882607757,93643.81659156317,131068.87919512427,111682.27079303772
629,111.54483747304576,92835.08318458483,129938.08364980834,110717.85626275603
630,109.65835563842376,91335.76731177555,127805.13924012294,108929.92219110469
631,109.99755575638771,91605.35279708929,127805.13924012294,109251.4028631608
632,108.96391855002915,90783.85075992276,127805.13924012294,108271.76174228816
633,109.61577538994793,91301.92588206427,127805.13924012294,108889.56628858176
634,107.91184764252577,89947.69820229332,127805.13924012294,107274.64987680585
635,107.4080564609488,89547.30096482347,127768.71234714186,106797.17619961064
636,107.14051261022423,89334.66560587012,127466.27874755645,106543.60854918738
637,107.85183554993642,89900.00249628206,128270.36359773042,107217.77275078089
638,106.24011711683842,88619.0598522055,126448.4648476007,105690.24873885643
639,106.649724617437,88944.60289004356,126911.48827530319,106078.45878831651
640,105.91452993541834,88360.29349669264,126080.41862643334,105381.66987831812
641,103.7953955303509,86626.62537722965,123684.93301017217,103373.23675392079
642,101.6194818272988,88352.80668594986,121225.26364449973,101310.99042042275
643,101.69899673591252,88289.72645035914,121315.1479007352,101386.35155653632
644,101.83489415452514,88181.91721896206,121468.76737423113,101515.14984153844
645,101.65937987021914,88321.15503733576,121270.36469505324,101348.80423289648
646,101.80928474497226,88202.2335045002,121439.81830329057,101490.87823973759
647,104.34015809119495,86194.45798525058,124300.73674383765,103889.541510011
648,105.75104173861081,85075.18520456442,125859.75018460277,105226.7221274199
649,103.87501857521161,86563.45935571457,125859.75018460277,103448.70037736121
650,102.47386307159118,87675.01467041638,125859.75018460277,102120.73971607728
651,101.05611393502438,88799.73393504671,125859.75018460277,100777.05225521713
652,102.66341364951901,87524.64167344633,125859.75018460277,102300.38837760084
653,103.72939777465909,86678.98227545264,125859.75018460277,103310.68664933548
654,104.1761564966636,86324.56263355682,125859.75018460277,103734.10718072868
655,102.70647613212351,87490.47963270238,125859.75018460277,102341.20132286512
656,102.8690599376346,87361.49973530104,125859.75018460277,102495.29192688636
657,104.57594314764707,86007.40656094442,125859.75018460277,104113.00941109547
658,103.22241640282236,87081.17734720864,125859.75018460277,102830.18943395621
659,103.73203161363838,86676.89281592588,125859.75018460277,103313.18289942594
660,101.73912415610187,88257.89283370382,125859.75018460277,101424.38276385954
661,102.00081397505284,88050.29081643544,125859.75018460277,101672.40219077359
662,104.03043353747081,86440.16659710425,125859.75018460277,103595.99663071915
663,105.07652277366128,85610.29007937631,125823.88254713544,104587.43930090389
664,108.00040583207304,83290.73472328174,122496.79080002166,107358.58188267489
665,109.21251590473527,82329.15166573392,121117.52858645741,108507.37264107559
666,109.62469240494464,82002.1665607837,120648.51221172397,108898.01748839584
667,108.64906673663604,82776.14339202462,121758.67839978797,107973.357445806
668,109.42966277365066,82156.88616373212,120870.43677702217,108713.17599330562
669,109.78455371713667,81825.88061792537,120466.60573945698,109049.52781919333
670,110.51576523501501,82343.93880201034,119634.55884909705,109742.54164122175
671,109.44427023970313,81584.79218307023,120853.81491534766,108727.02038119017
672,110.30622823559249,82195.4833212564,119872.99137446363,109543.95062716398
673,108.2119817710572,80711.72452654874,122256.03816169131,107559.10532430516
674,107.791066853812,80413.50928738645,122734.9979967554,107160.17854536812
675,108.16765509050634,80680.31938717222,122306.47757054982,107517.09422142277
676,109.93554386072867,81932.85606578342,120294.7937857623,109192.63040160741
677,108.90860163326488,81205.27476746943,121463.35317801563,108219.33452120052
678,108.19262723896631,80698.01197757536,122241.12548097475,107540.76185195833
679,108.94182960111301,81228.81654746516,122241.12548097475,108250.82669608241
680,108.04921114479954,80596.4026901175,122241.12548097475,107404.83765885033
681,108.82047939061545,81142.84078237996,122241.12548097475,108135.81568883666
682,107.92119489895993,80505.7040861821,122241.12548097475,107283.50884271179
683,107.4817916168445,80194.38997139054,122206.28443763129,106867.05951101334
684,107.91968559775366,80504.63475696198,122679.40848635924,107282.07838576195
685,108.66424953232199,81032.15303374849,123448.65548511132,107987.74710872861
686,107.5996407779461,80277.88526776303,123448.65548511132,106978.75235988262
687,108.42045135372166,80859.42375008597,123448.65548511132,107756.68468229745
688,109.32609095107792,81501.06299368427,123448.65548511132,108615.01465030071
689,110.18158104546085,82107.17166944015,123413.47496382252,109425.81487092088
690,110.28935348228526,82183.52767799658,123298.76301121496,109527.95739264936
691,111.86659513359925,83300.99222247445,121619.96205906654,111022.80565244028
692,111.18636724925334,82819.05558182811,122343.99012348296,110378.11213427925
693,110.91051425964599,82623.61569148688,122637.60541142567,110116.66940536757
694,111.9029117444167,83326.72228414909,121581.30700530966,111057.22512293597
695,110.24298887187227,82150.67867973947,123348.11305979025,109484.01481914833
696,110.07984006107326,82035.08890223788,123521.76709605228,109329.388725102
697,109.10258518722452,81342.71074221758,124527.107204202,108403.18458490068
698,108.9635160308666,81244.18122942481,124527.107204202,108271.38025028966
699,108.5759164760403,80969.56968869295,124527.107204202,107904.02847540777
700,109.6528667913558,81732.58136323676,124527.107204202,108924.72007544858
701,109.97316595366155,81959.51105229517,124527.107204202,109228.28715725012
702,110.46740507363558,82309.67597002024,124527.107204202,109696.70776217028
703,109.42966951035386,81574.44766968655,124527.107204202,108713.18237809074
704,108.53056938269691,80937.44159407653,124527.107204202,107861.0502649893
705,108.28830560155524,80765.79942015129,124527.107204202,107631.44208075939
706,108.61493706316035,80997.2154984362,124527.107204202,107941.0106694196
707,109.64987209601867,81730.4596427902,124527.107204202,108921.88181974464
708,112.10248070941903,83468.1154830812,124491.61934466384,111246.3688218698
709,110.98145385449476,82673.87589224754,125674.62902416063,110183.90319279743
710,110.11283335642646,82058.46441843224,126556.4138655155,109360.65848652532
711,109.87476166061099,81889.79230728434,126556.4138655155,109135.02339763532
712,109.99061717800018,81971.87512119983,126556.4138655155,109244.82674857532
713,108.09441594342347,80628.42996993249,126520.34288299197,107447.681007871
714,108.30757144580637,80779.44913441806,126757.42623234678,107649.70149822293
715,108.36370640234185,80819.22035373752,126819.86263845657,107702.90402557222
716,108.86765927936355,81176.26739956604,127380.38692549407,108180.53095141769
717,106.62460933117556,79587.08239008773,124885.54260507278,106054.65549734281
718,106.68025227649629,79581.13983249987,124947.43176907337,106107.39171560908
719,108.34675491817562,78399.45072669165,126801.00825938713,107686.83806853536
720,109.3122828077698,77714.81107479305,127838.44930674779,108601.92782940813
721,108.6293421730557,78199.07283818405,127838.44930674779,107954.66327201301
722,108.0635818853241,78600.2439805458,127838.44930674779,107418.45768749155
723,108.59671233601205,78222.21010901366,127838.44930674779,107923.73798223175
724,106.42605508910951,79761.38679974101,127802.01291976482,105866.47351332071
725,106.43369549481575,79755.96911604749,127810.73165631769,105873.71479252772
726,106.61629456722963,79626.49117271538,128019.10190109056,106046.77508763844
727,106.76134886783605,79523.63559811846,128184.62848193874,106184.25190906023
728,106.7925766228532,79501.49252016604,128220.2635751,106213.84836005788
729,105.33982362412827,80531.6153349091,126562.4758660107,104836.98560079659
730,105.7717318578879,80225.35644171688,127055.34159198726,105246.3314173283
731,107.06412772871245,79308.94018005051,128530.14012402346,106471.21393095808
732,107.50833854638918,78993.9577306967,129000.2427486461,106892.21965777944
733,107.44161607720865,79041.26951585163,129000.2427486461,106828.98269795126
734,107.27029214292574,79162.75244761723,129000.2427486461,106666.60853999646
735,108.43548830808342,78336.531366378,129000.2427486461,107770.9361224883
736,108.84076822061878,78049.15416968579,129000.2427486461,108155.04465238731
737,109.82695776587822,77349.86368388093,128963.48013046736,109089.71672646482
738,112.0148658954775,75798.4546812217,126522.10643412844,111163.33091068904
739,112.01684801987226,75797.04919001811,126519.89468387497,111165.2094910573
740,110.41889787838366,76884.71189479435,128302.96472722538,109650.73453013621
741,109.34773484895221,76175.73475500537,129498.22023597639,108635.52789444788
742,109.34428271635487,76173.44987116623,129502.07229247064,108632.2560975096
743,109.77444459176598,76458.16370808525,129022.07686963318,109039.94678355698
744,109.6456171079127,76372.8958837495,129165.82880610162,108917.84910759788
745,110.51626939907058,76949.1597709222,128194.31287564096,109743.0194682944
746,110.04116082124895,76634.69678878214,128724.46200261146,109292.73004677378
747,110.44638182830809,76902.90286262291,128272.29680679982,109676.7827483547
748,109.85500454706218,76511.48441195396,128932.18417570439,109116.29837424889
749,110.9454345101862,77233.21387344053,127715.42969060707,110149.76545993095
750,111.5549584356788,77636.64315306948,127035.29341849613,110727.44851728901
751,111.59215872497914,77661.26513308824,126993.78353672121,110762.705503863
752,108.77387620231512,75795.91146876678,130138.55946519853,108091.64700049812
753,109.58444658963347,76332.40858359312,129234.08582855058,108859.87407078344
754,108.26740001318943,75460.6870163992,130703.71008977247,107611.62857763354
755,109.12488940373014,76028.23869508963,129746.88196036687,108424.32365335074
756,109.96311417508507,76583.03958399907,128774.73712247066,109218.7604726737
757,110.83208877238553,77158.19304581186,128774.73712247066,110042.34078041853
758,110.83365617214325,77159.23047015026,128774.73712247066,110043.82630091456
759,112.64990671470409,78361.36317957401,128738.03876911075,111765.197886955
760,110.35897299055485,76845.04904758277,131189.99939758232,109593.94005338977
761,111.01545807027432,77279.56078981559,131189.99939758232,110216.13106526155
762,109.78246985066875,76463.47543463539,131189.99939758232,109047.55281164733
763,110.55672194859642,76975.93434404691,131189.99939758232,109781.35882055055
764,109.88369345337603,76530.47291154106,131189.99939758232,109143.48860324317
765,108.7672166387461,75791.50366323048,131189.99939758232,108085.33532529997
766,107.8497894243589,75184.28057528834,131152.607755144,107215.83351258215
767,107.13403301588723,74710.53856093482,130325.48440949328,106537.46744182393
768,106.07034841233288,74006.5112120206,129096.29755542423,105529.34856716388
769,107.3114452387509,74785.33227022138,130530.50079439394,106705.61184277383
770,108.10103564341638,74262.28209858159,131442.94621502963,107453.95490192299
771,109.78518212032834,73146.64910885629,133351.07711314043,109050.12339528449
772,109.17348174140318,73551.85918524329,133351.07711314043,108470.37758005831
773,108.11351761508857,74254.01363763404,133351.07711314043,107465.78482894614
774,110.46126704180178,72698.78863318401,133351.07711314043,109690.89037445569
775,110.94650464824468,72377.35157944528,133351.07711314043,110150.77969513905
776,108.86836788262238,73753.97645422477,133351.07711314043,108181.20253801158
777,107.88979826436453,74402.2125571041,133351.07711314043,107253.75233422172
778,109.64210793463799,73241.42606782184,133351.07711314043,108914.52324972529
779,108.03895304942374,74303.40761283787,133351.07711314043,107395.1154352402
780,108.19895224866468,74197.41897856531,133351.07711314043,107546.75645001685
781,108.78676530893591,73808.03263312558,133351.07711314043,108103.86279418219
782,108.90029714272988,73732.82548166877,133351.07711314043,108211.46384823526
783,109.52286074651772,73320.4192544732,133351.07711314043,108801.50540525101
784,107.6979606398633,74529.29199199774,133351.07711314043,107071.9360989548
785,107.9808273223853,74341.91197069798,133351.07711314043,107340.0261330777
786,108.60134283426325,73930.86246569491,133351.07711314043,107928.12658828143
787,107.17701410338657,74874.38379365754,133351.07711314043,106578.20324397497
788,106.40419314753356,75386.32534109442,133313.06952249273,105845.75361583816
789,105.79504614488343,75789.84397861508,132587.8265955485,105268.42779128248
790,105.37375573844169,76068.92034288893,132086.24342082703,104869.14513829687
791,104.55042980479925,76614.31801788931,131106.0016937133,104088.82885757931
792,105.25268535303623,76149.12127427392,131942.09850950725,104754.39933838422
793,106.14236229997984,75559.7705462848,133001.33693673264,105597.60052750245
794,106.27562334562971,75471.49412804541,133159.9958981562,105723.90016080321
795,105.41412912569074,76042.17570794211,132134.31147896696,104907.40946362763
796,105.56974831176194,75939.08853577785,132319.58976730122,105054.89927236734
797,103.98900597914131,76986.22328248971,130437.57739415186,103556.7332030607
798,102.93411955460465,77685.01410131704,129181.64259549687,102556.95290009824
799,102.42342269974904,78023.31618301634,128573.61320327246,102072.93429449928
800,100.86972235218403,79052.5374459254,126723.7966848294,100600.39756630723
801,102.26350208429086,78129.25276085454,128383.21368603109,101921.36775837389
802,100.56633512557454,79253.51093802178,126362.58758543877,100312.85895904173
803,101.7992463066929,78436.79077388327,127830.4764690193,101481.36419857565
804,102.27053117127747,78124.59646673914,128391.5824305176,101928.0296534875
805,102.60246175991627,77904.71493026888,128786.77490556781,102242.62054853818
806,102.39268255305095,78043.67944846595,128537.01436281353,102043.79997969148
807,101.33086598866922,78747.06101562815,127272.82862492139,101037.45155986572
808,101.4365221890306,78677.07093797866,127398.62159717032,101137.58839502648
809,100.71681117942371,79153.83074265918,126541.74252382608,100455.47430720303
810,99.4136496966757,80017.0869742423,124990.21449542345,99220.38856552892
811,99.61159077038573,79885.9644175764,125225.88070248906,99407.9894124442
812,101.62943032356331,78549.28236268461,127628.29564877228,101320.41921804305
813,101.22427088110456,78817.67305571654,127145.9178013077,100936.42486499464
814,100.66881755858056,79185.62326631612,126484.60190932167,100409.98782100815
815,100.8566821122521,79061.17572178882,126708.27113560213,100588.03853435215
816,100.09213907967077,79567.63370564324,125798.01560727844,99863.43439976228
817,101.31978660712537,78754.40035559978,127223.45103475274,101026.95095318533
818,99.61798238806443,79881.73040370776,127187.18993396226,99414.04713895447
819,98.70247493122531,80488.1920952478,126076.44351500021,98546.36479773463
820,97.21367964451885,81474.41815074076,124270.15125498275,97135.34256048645
821,97.3607434793499,81376.9983194005,124448.57757655681,97274.72394024664
822,97.11429659804494,81540.25268876087,124149.57401429313,97041.15117646455
823,99.19936986603332,80159.0328509072,126679.30509227666,99017.30248060515
824,100.85158369629862,79064.55307709076,128683.86614922633,100583.20645411295
825,100.40683840271639,79359.16671571867,128107.73214989707,100161.69417182714
826,101.34510493299081,78737.62867928341,128107.73214989707,101050.94667719454
827,99.65101524222077,79859.84837483034,128107.73214989707,99445.35439267199
828,99.22019080675386,80145.2403876842,128107.73214989707,99037.03575798683
829,99.89524286678368,79698.06411277244,128107.73214989707,99676.82383127487
830,98.7243003766488,80473.73421568464,128107.73214989707,98567.05010558412
831,98.95249818479604,80322.56862145507,128107.73214989707,98783.32710797802
832,99.26046108162275,80118.56405770642,128107.73214989707,99075.20235741622
833,96.71722701565751,81803.28439734486,128071.21901218744,96664.82407798014
